Date,Open,High,Low,Close,MA_21,Stochastic_Oscillator,ATR,Cumulative_Return,Volatility,Price_Gap,Durable_Goods_Orders_Quarterly,Federal_Funds_Rate_Quarterly,Retail_Sales_Quarterly,Unemployment_Rate_Quarterly,cashAndShortTermInvestments,inventory,shortTermInvestments,otherCurrentAssets,totalCurrentLiabilities,currentAccountsPayable,otherCurrentLiabilities,changeInOperatingLiabilities,changeInOperatingAssets,capitalExpenditures,changeInReceivables,changeInInventory,cashflowFromInvestment,surprisePercentage,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,incomeTaxExpense,Quarterly_Return,Hybrid_Price_Movement_Class,Year
2015-12-31,25.549999237060547,34.821998596191406,25.299999237060547,33.79449844360352,30.37065467948005,77.10836573897507,0.5787889042070931,12.433590599676268,1.003793274034234,0.0975314080715186,225263.0,0.16,417477.6666666667,225263.0,19808000000.0,10243000000.0,3918000000.0,-5654000000.0,33887000000.0,20397000000.0,10134000000.0,8562000000.0,1343000000.0,1309000000.0,-1178000000.0,1343000000.0,-1850000000.0,-37.5,35747000000.0,35747000000.0,26787000000.0,24341000000.0,453000000.0,-0.1216913825166992,1,2015
2016-03-31,32.81449890136719,32.88600158691406,23.700000762939453,29.68199920654297,29.16378413132632,47.53915774102074,0.7679326417016203,10.920529769955031,1.449433770160318,-0.0450900343597914,218029.66666666663,0.36,373317.3333333333,218029.66666666663,15859000000.0,9582000000.0,3389000000.0,5072000000.0,28187000000.0,14990000000.0,9341000000.0,-2956000000.0,-769000000.0,1179000000.0,412000000.0,-769000000.0,-693000000.0,66.6667,6385000000.0,29011000000.0,22626000000.0,18866000000.0,475000000.0,0.2054780401076577,3,2016
2016-06-30,29.52449989318848,36.57500076293945,29.262500762939453,35.78099822998047,32.75248123066766,74.24170063101022,0.4971042232854023,13.164458824022743,0.9808818697176576,0.0431486666202546,223338.66666666663,0.3733333333333333,405836.0,223338.66666666663,16540000000.0,9588000000.0,4019000000.0,6092000000.0,29587000000.0,16123000000.0,9572000000.0,3317000000.0,57000000.0,1711000000.0,-1184000000.0,57000000.0,-2439000000.0,50.0,7073000000.0,30288000000.0,23215000000.0,19180000000.0,307000000.0,0.1700484467962661,3,2016
2016-09-30,35.86600112915039,41.997501373291016,35.82699966430664,41.865501403808594,37.58801073119754,72.44984619299669,0.3793909762586865,15.403054599961209,0.5793864492387332,0.0514612197875966,216786.66666666663,0.3966666666666666,405467.6666666667,216786.66666666663,18347000000.0,10696000000.0,4691000000.0,6566000000.0,33498000000.0,18801000000.0,10449000000.0,5342000000.0,1095000000.0,1841000000.0,-671000000.0,1095000000.0,-2570000000.0,-25.0,6875000000.0,32596000000.0,25721000000.0,21260000000.0,229000000.0,-0.1044296975158522,1,2016
2016-12-31,41.79999923706055,42.36050033569336,35.505001068115234,37.493499755859375,39.460824890021385,49.60410026362039,0.5938864554407383,13.7945182672671,1.0196897417402604,0.0529524182516422,224676.3333333333,0.45,431030.6666666667,224676.3333333333,25981000000.0,11461000000.0,6647000000.0,-8339000000.0,43816000000.0,25309000000.0,12683000000.0,11257000000.0,1043000000.0,3073000000.0,-1924000000.0,1043000000.0,-3814000000.0,14.2857,43741000000.0,43741000000.0,32253000000.0,28959000000.0,414000000.0,0.1822582568430237,3,2016
2017-03-31,37.89599990844727,44.51750183105469,37.3849983215332,44.32699966430664,40.92433524534633,71.37584062746258,0.3942323148525263,16.308683120648446,0.6678846836797386,0.0140241807506923,216930.3333333333,0.7000000000000001,385896.0,216930.3333333333,21531000000.0,10600000000.0,6091000000.0,7329000000.0,37399000000.0,18891000000.0,12005000000.0,-2811000000.0,-947000000.0,1861000000.0,994000000.0,-947000000.0,-1350000000.0,40.0,7985000000.0,35575000000.0,27590000000.0,22440000000.0,229000000.0,0.0918853496157549,3,2017
2017-06-30,44.400001525878906,50.84999847412109,44.2244987487793,48.400001525878906,46.68839680274508,75.39828555849331,0.6220284935568469,17.807212170961783,0.958366443281437,0.1423888433547246,231330.0,0.95,421636.0,231330.0,21451000000.0,11510000000.0,8248000000.0,8046000000.0,40520000000.0,21439000000.0,12953000000.0,5135000000.0,682000000.0,3401000000.0,-1242000000.0,682000000.0,-5274000000.0,-71.4286,11258000000.0,37812000000.0,26554000000.0,23451000000.0,467000000.0,-0.0068698439520892,2,2017
2017-09-30,48.63949966430664,54.16550064086914,46.587501525878906,48.067501068115234,49.30081262970548,45.96924322110941,0.6241450796321945,17.684879402125542,0.9760205507692572,0.0616112966386093,221292.66666666663,1.153333333333333,420425.6666666667,221292.66666666663,24310000000.0,13711000000.0,11543000000.0,10557000000.0,47072000000.0,26075000000.0,14807000000.0,6808000000.0,1593000000.0,3074000000.0,-1757000000.0,1593000000.0,-18478000000.0,0.0,12528000000.0,43516000000.0,30988000000.0,27549000000.0,58000000.0,0.216487189863155,3,2017
2017-12-31,48.20000076293945,60.670501708984375,47.51850128173828,58.4734992980957,53.35154626951556,69.70738449741798,0.6980940933400538,21.513429246960506,1.5792086659936722,0.1368493579682854,234094.0,1.2033333333333334,452113.6666666667,234094.0,30986000000.0,16047000000.0,10464000000.0,-13164000000.0,57883000000.0,34616000000.0,18070000000.0,-1218000000.0,2255000000.0,3619000000.0,-2781000000.0,2255000000.0,-1981000000.0,22.2222,60453000000.0,60453000000.0,43345000000.0,38495000000.0,16000000.0,0.237603318320535,3,2017
2018-03-31,58.59999847412109,80.87699890136719,58.5255012512207,72.36699676513672,68.57503593796217,77.60813097793539,1.424162639108698,26.62509142449236,2.461001502706289,0.2011964516561538,230767.0,1.4466666666666663,404935.0,230767.0,24963000000.0,13840000000.0,8287000000.0,5726000000.0,48045000000.0,25172000000.0,16638000000.0,-9310000000.0,-2220000000.0,3098000000.0,1029000000.0,-2220000000.0,-533000000.0,166.6667,16211000000.0,50712000000.0,34501000000.0,30735000000.0,287000000.0,0.1744303572469657,4,2018
2018-06-30,70.88099670410156,88.15499877929688,67.64399719238281,84.98999786376953,78.03724844682785,65.89685782433259,1.3695193103381569,31.26931563339968,2.490049586054157,0.2504928112030029,245083.3333333333,1.7366666666666666,442796.6666666667,245083.3333333333,27050000000.0,14824000000.0,7227000000.0,5707000000.0,50801000000.0,27657000000.0,17109000000.0,2420000000.0,1090000000.0,3243000000.0,-1365000000.0,1090000000.0,-2692000000.0,92.3077,17899000000.0,52543000000.0,34644000000.0,30632000000.0,74000000.0,0.1783739739164289,3,2018
2018-09-30,84.13500213623047,102.5250015258789,83.90299987792969,100.1500015258789,91.96876900140212,69.72058955850554,1.456020502276432,36.84694772457629,2.135005770668337,0.2083416893368662,239030.66666666663,1.923333333333333,438321.0,239030.66666666663,29765000000.0,15862000000.0,9340000000.0,-14258000000.0,55324000000.0,30904000000.0,18376000000.0,3894000000.0,1094000000.0,3352000000.0,-2884000000.0,1094000000.0,-5572000000.0,81.25,18871000000.0,56218000000.0,37347000000.0,33003000000.0,508000000.0,-0.2501397706580423,1,2018
2018-12-31,101.09950256347656,101.65950012207033,65.3499984741211,75.09850311279297,86.721631154632,39.76942472826478,2.8969886589482803,27.63006067130189,4.161347207881488,0.0737146044534352,238148.66666666663,2.22,465074.3333333333,238148.66666666663,41250000000.0,17174000000.0,9500000000.0,-16677000000.0,68391000000.0,38192000000.0,22292000000.0,7409000000.0,1350000000.0,3734000000.0,-1395000000.0,1350000000.0,-3572000000.0,7.1429,72383000000.0,72383000000.0,59490000000.0,44786000000.0,327000000.0,0.1856094966419327,3,2018
2019-03-31,73.26000213623047,91.1875,73.04650115966797,89.0374984741211,81.25953102558502,65.54833535804578,1.8632789719021008,32.758462324688274,2.784876162284796,0.0381642325979762,227335.0,2.4033333333333333,410290.3333333333,227335.0,37020000000.0,16432000000.0,13905000000.0,3679000000.0,63695000000.0,31809000000.0,22980000000.0,-5496000000.0,-719000000.0,3290000000.0,-401000000.0,-719000000.0,-8123000000.0,45.8333,20582000000.0,59339000000.0,38757000000.0,33920000000.0,836000000.0,0.0633890767204986,3,2019
2019-06-30,90.00550079345703,98.22000122070312,83.5999984741211,94.68150329589844,92.09249480601432,65.93873266101274,1.350583584670849,34.83499100623353,2.440486741547777,0.0950624980623775,226325.3333333333,2.3966666666666665,455421.6666666667,226325.3333333333,41463000000.0,18580000000.0,18847000000.0,3547000000.0,69678000000.0,36063000000.0,24504000000.0,4058000000.0,2100000000.0,3562000000.0,-2193000000.0,2100000000.0,-7549000000.0,-7.1429,18721000000.0,63021000000.0,44300000000.0,36337000000.0,257000000.0,-0.0832897800774111,1,2019
2019-09-30,96.14900207519533,101.79000091552734,85.46099853515625,86.79550170898438,93.50886540185836,49.31108968823238,1.192644068172999,31.93359226632575,2.342763150388252,-0.0001711845397958,223994.0,2.19,454337.6666666667,223994.0,43401000000.0,18766000000.0,20146000000.0,3787000000.0,72136000000.0,35794000000.0,26120000000.0,173000000.0,381000000.0,4697000000.0,-1182000000.0,381000000.0,-5074000000.0,-8.6957,19574000000.0,69585000000.0,50011000000.0,41302000000.0,494000000.0,0.0644791086155095,3,2019
2019-12-31,87.30000305175781,95.06999969482422,84.25299835205078,92.39199829101562,88.34738327775683,55.48783835629533,0.999350198677608,33.99264183054957,1.3511553572449126,0.0532113313674931,218122.3333333333,1.643333333333333,480440.3333333333,218122.3333333333,55021000000.0,20497000000.0,18929000000.0,4016000000.0,87812000000.0,47183000000.0,31134000000.0,11169000000.0,1516000000.0,5312000000.0,-3905000000.0,1516000000.0,-3536000000.0,60.0,87437000000.0,87437000000.0,75900000000.0,53977000000.0,786000000.0,0.0551346638696403,3,2019
2020-03-31,93.75,109.29750061035156,81.30149841308594,97.48600006103516,96.18117652693836,59.98481685511496,2.275444953672348,35.86681471191797,4.120884425714579,-0.0545318357406105,220279.3333333333,1.26,418933.0,220279.3333333333,49292000000.0,18857000000.0,22091000000.0,3836000000.0,79711000000.0,40056000000.0,29480000000.0,-7437000000.0,-1392000000.0,6795000000.0,1262000000.0,-1392000000.0,-8894000000.0,-19.3548,22619000000.0,75050000000.0,52431000000.0,44257000000.0,744000000.0,0.4149826044389105,3,2020
2020-06-30,96.64849853515624,139.8000030517578,94.4574966430664,137.9409942626953,114.47321489698852,73.60976486541185,2.721837595206539,50.75091889399752,4.975434404057902,0.2931663876488091,182445.3333333333,0.06,438773.0,182445.3333333333,71391000000.0,19599000000.0,33925000000.0,4618000000.0,93896000000.0,51036000000.0,31979000000.0,8863000000.0,672000000.0,7459000000.0,-2854000000.0,672000000.0,-17804000000.0,642.8571,27895000000.0,88509000000.0,60614000000.0,52660000000.0,984000000.0,0.1413321598951162,3,2020
2020-09-30,137.89950561523438,177.6125030517578,137.6999969482422,157.43649291992188,154.34442054657708,59.14096337217717,4.18703076669148,57.92365587794803,6.543571644760258,0.5014469623565674,221855.3333333333,0.0933333333333333,484021.3333333333,221855.3333333333,68402000000.0,23735000000.0,38472000000.0,4432000000.0,101912000000.0,58334000000.0,33447000000.0,3736000000.0,3899000000.0,11063000000.0,-2016000000.0,3899000000.0,-15876000000.0,67.5676,29309000000.0,95717000000.0,66408000000.0,57106000000.0,569000000.0,0.0343630854687617,2,2020
2020-12-31,160.39999389648438,174.81199645996094,147.50599670410156,162.84649658203125,158.62906181244622,54.59692022502963,3.4941034657614574,59.9140914155451,4.280695904878787,0.3931171894073486,232416.0,0.09,513510.3333333333,232416.0,84396000000.0,23795000000.0,42274000000.0,4942000000.0,126385000000.0,72539000000.0,42147000000.0,13582000000.0,-329000000.0,14823000000.0,-4561000000.0,-329000000.0,-17037000000.0,94.4444,125555000000.0,125555000000.0,102441000000.0,79284000000.0,566000000.0,-0.0500010869251524,1,2020
2021-03-31,163.5,171.6999969482422,144.0500030517578,154.70399475097656,159.67502920968192,43.470266444103565,2.8578000571186144,56.91832172263493,3.816789866572975,0.1455495865618596,242843.66666666663,0.08,486754.3333333333,242843.66666666663,73270000000.0,23849000000.0,39436000000.0,5389000000.0,115404000000.0,63926000000.0,39058000000.0,-7366000000.0,304000000.0,12082000000.0,-2255000000.0,304000000.0,-8666000000.0,64.5833,35035000000.0,108088000000.0,73053000000.0,62403000000.0,2156000000.0,0.1118523208295043,3,2021
2021-06-30,155.89700317382812,177.6999969482422,155.77749633789062,172.00799560546875,163.4170792652456,61.939060539058026,2.461234319777716,63.28476810503206,4.333913763173031,0.3048567998976934,252392.66666666663,0.07,559241.0,252392.66666666663,89894000000.0,24119000000.0,49514000000.0,6335000000.0,117792000000.0,66090000000.0,25193000000.0,203000000.0,209000000.0,14288000000.0,-4462000000.0,209000000.0,-22080000000.0,22.5806,36408000000.0,112755000000.0,76347000000.0,64176000000.0,868000000.0,-0.0450909079941338,2,2021
2021-09-30,171.73049926757812,188.6540069580078,158.78799438476562,164.2519989013672,172.77137624649774,48.97175611687357,2.461133718490601,60.43120044897799,5.435564875659712,-0.1260316371917738,255260.66666666663,0.09,543459.0,255260.66666666663,78988000000.0,30933000000.0,49044000000.0,6910000000.0,123994000000.0,71474000000.0,25921000000.0,4170000000.0,7059000000.0,15748000000.0,-4890000000.0,7059000000.0,-14828000000.0,-31.1111,34622000000.0,110212000000.0,75590000000.0,62930000000.0,1155000000.0,0.0150074054159355,2,2021
2021-12-31,164.45050048828125,188.1074981689453,158.8125,166.7169952392578,171.09726212138222,48.14092995217734,3.0520596674510414,61.338115973887554,4.039022441888234,0.1137959957122811,261890.3333333333,0.08,583827.3333333334,261890.3333333333,96049000000.0,32640000000.0,59829000000.0,7391000000.0,142266000000.0,78664000000.0,35852000000.0,8909000000.0,1915000000.0,18935000000.0,-6556000000.0,1915000000.0,-12580000000.0,61.1111,20863000000.0,136903000000.0,116040000000.0,82835000000.0,612000000.0,-0.0223102490260585,2,2021
2022-03-31,167.5500030517578,171.39999389648438,133.57249450683594,162.99749755859375,156.05128251645604,51.52044986126504,4.30409409483457,59.969647331720914,7.052729972887323,0.2084200459141885,267996.3333333333,0.12,538283.6666666666,267996.3333333333,66385000000.0,34987000000.0,29992000000.0,191000000.0,139508000000.0,68547000000.0,58141000000.0,-8044000000.0,2614000000.0,14951000000.0,-1516000000.0,2614000000.0,906000000.0,-11.9048,37013000000.0,115986000000.0,78973000000.0,66499000000.0,-1422000000.0,-0.3483949098893824,1,2022
2022-06-30,164.14950561523438,168.39450073242188,101.26000213623048,106.20999908447266,133.27487008582614,31.30128995346565,4.420908659833919,39.07652745348795,9.701351731450572,-0.5132991421607245,277042.3333333333,0.77,603243.6666666666,277042.3333333333,60710000000.0,38153000000.0,23232000000.0,207000000.0,140291000000.0,71219000000.0,56254000000.0,4020000000.0,3890000000.0,15724000000.0,-6799000000.0,3890000000.0,-12078000000.0,28.5714,39590000000.0,120533000000.0,80943000000.0,66424000000.0,-637000000.0,0.0639299592699083,3,2022
2022-09-30,106.29000091552734,146.57000732421875,105.8499984741211,113.0,124.86900388059162,51.24050717428827,3.507121409688676,41.57468826199887,6.513252466016449,-0.059374928474426,275786.6666666667,2.19,592005.0,275786.6666666667,58662000000.0,36647000000.0,23715000000.0,36154000000.0,140363000000.0,67760000000.0,59974000000.0,-1172000000.0,-732000000.0,16378000000.0,-4794000000.0,-732000000.0,-15608000000.0,-22.7273,40542000000.0,126381000000.0,85839000000.0,70268000000.0,69000000.0,-0.2566371681415929,0,2022
2022-12-31,113.58000183105467,123.0,81.69000244140625,84.0,104.13702960025157,30.98091656259492,3.329364837162077,30.90507800006994,5.758423435297607,-0.0790475512307794,275825.6666666667,3.653333333333333,613466.0,275825.6666666667,70026000000.0,34405000000.0,16138000000.0,358000000.0,155393000000.0,79600000000.0,62566000000.0,1300000000.0,-3180000000.0,16592000000.0,-8788000000.0,-3180000000.0,-10821000000.0,38.8889,-1360000000.0,148376000000.0,1360000000.0,85640000000.0,-1227000000.0,0.2296428680419922,3,2022
